id,track_uri,track_name,artist_id,artist_name,artist_uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key
6lruHh1jF7ezgbLv72xYmf,spotify:track:6lruHh1jF7ezgbLv72xYmf,FML,0vRvGUQVUjytro0xpb26bs,Arizona Zervas,spotify:artist:0vRvGUQVUjytro0xpb26bs,0.113,0.822,0.575,0.0,0.106,-5.95,0.0934,100.087,0.616,FML:Arizona Zervas
4CPcZHzSvIBM8AKhdHUwnL,spotify:track:4CPcZHzSvIBM8AKhdHUwnL,Clueless (with Pop Smoke & Fivio Foreign),6AgTAQt8XS6jRWi4sX7w49,Polo G,spotify:artist:6AgTAQt8XS6jRWi4sX7w49,0.391,0.734,0.712,0.0,0.103,-6.217,0.201,140.369,0.674,Clueless (with Pop Smoke & Fivio Foreign):Polo G
4ExhHPs3s16yGz2xkRmgdU,spotify:track:4ExhHPs3s16yGz2xkRmgdU,The Ghost of Cincinnati,7gXy60xRcwYujBFoYHnR2O,Big Red Machine,spotify:artist:7gXy60xRcwYujBFoYHnR2O,0.866,0.702,0.477,0.417,0.0998,-10.41,0.0264,106.026,0.73,The Ghost of Cincinnati:Big Red Machine
5lFr5Ax7JaHMzWzvUYkte8,spotify:track:5lFr5Ax7JaHMzWzvUYkte8,Seperate Ways - Remix,3VcMHh2bceDCbAee4yOwLu,Mexiveli Da Don,spotify:artist:3VcMHh2bceDCbAee4yOwLu,0.183,0.686,0.766,3.89e-05,0.285,-7.497,0.152,162.034,0.519,Seperate Ways - Remix:Mexiveli Da Don
7itIhLBlKcpdaSqXRsSuW3,spotify:track:7itIhLBlKcpdaSqXRsSuW3,Nasty Dancer,08PvCOlef4xdOr20jFSTPd,Flo Milli,spotify:artist:08PvCOlef4xdOr20jFSTPd,0.0135,0.899,0.711,0.0,0.204,-4.388,0.139,127.018,0.126,Nasty Dancer:Flo Milli
7GeTsDIc5ykNB6lORO6Cee,spotify:track:7GeTsDIc5ykNB6lORO6Cee,Circo Loco,3TVXtAsR1Inumwj472S9r4,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,0.0102,0.734,0.605,0.0,0.317,-8.476,0.0699,103.976,0.252,Circo Loco:Drake
51Fjme0JiitpyXKuyQiCDo,spotify:track:51Fjme0JiitpyXKuyQiCDo,Lalala,6USMTwO0MNDnKte5a5h0xx,Y2K,spotify:artist:6USMTwO0MNDnKte5a5h0xx,0.178,0.843,0.39,0.0,0.137,-7.899,0.0846,129.972,0.495,Lalala:Y2K
1aNOQ8vKCwVq3ZqaKsAldM,spotify:track:1aNOQ8vKCwVq3ZqaKsAldM,Sway With Me,0ervBY5UeqTk1YOatn1Re7,Yossi Azulay,spotify:artist:0ervBY5UeqTk1YOatn1Re7,0.312,0.545,0.673,0.0,0.125,-6.372,0.0435,124.012,0.714,Sway With Me:Yossi Azulay
2GCFcbxm61rSA8gzsDk6NJ,spotify:track:2GCFcbxm61rSA8gzsDk6NJ,Hammer To Fall,1dfeR4HaWDbWqFHLkxsg1d,Queen,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,0.164,0.41,0.675,0.000396,0.103,-9.033,0.0569,128.495,0.566,Hammer To Fall:Queen
1vLPyotXnRlM2EJIHK16LW,spotify:track:1vLPyotXnRlM2EJIHK16LW,Little Things,0LcJLqbBmaGUft1e9Mm8HV,ABBA,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,0.894,0.647,0.165,0.00187,0.116,-16.328,0.0315,75.978,0.59,Little Things:ABBA
5vVB6iuppIKP6rTQBtogUL,spotify:track:5vVB6iuppIKP6rTQBtogUL,X & O,0ILo2K3FmfIh4ICcbHE7RK,Lil Cobaine,spotify:artist:0ILo2K3FmfIh4ICcbHE7RK,0.369,0.707,0.457,0.037,0.158,-8.106,0.055,141.986,0.507,X & O:Lil Cobaine
318CwhlHyuxroBtuoeh3oR,spotify:track:318CwhlHyuxroBtuoeh3oR,Dead Man's Arms,0yb46jwm7gqbZXVXZQ8Z1e,Bishop Briggs,spotify:artist:0yb46jwm7gqbZXVXZQ8Z1e,0.233,0.535,0.508,0.0,0.0993,-5.996,0.0318,134.567,0.236,Dead Man's Arms:Bishop Briggs
4RGWHfQeJftd5XrP8JUgFj,spotify:track:4RGWHfQeJftd5XrP8JUgFj,Metamodernity,6ft7JnxMyZhp7N52qzHymY,Vansire,spotify:artist:6ft7JnxMyZhp7N52qzHymY,0.389,0.823,0.544,0.165,0.108,-10.077,0.0358,121.968,0.826,Metamodernity:Vansire
2LAtELE0xGyMKcvNlxiyF3,spotify:track:2LAtELE0xGyMKcvNlxiyF3,1 Day 2 Nights,28y6CyJNkGNjJQKrlx4AmN,HRVY,spotify:artist:28y6CyJNkGNjJQKrlx4AmN,0.0798,0.747,0.749,1.79e-06,0.318,-6.337,0.0558,121.964,0.914,1 Day 2 Nights:HRVY
4lrTdUCdKYuXJ8PGCW5lWy,spotify:track:4lrTdUCdKYuXJ8PGCW5lWy,SUPERIMPOSE,6xgvgzXNv3ymcITXTrxRaA,ELIO,spotify:artist:6xgvgzXNv3ymcITXTrxRaA,0.186,0.735,0.688,0.00168,0.176,-7.018,0.0407,108.029,0.379,SUPERIMPOSE:ELIO
0eBr9W1GE5nou99gRdy02J,spotify:track:0eBr9W1GE5nou99gRdy02J,"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,spotify:artist:2wOqMjp9TyABvtHdOSOTUS,0.937,0.305,0.259,0.88,0.0922,-15.179,0.0378,98.086,0.165,"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio:Ludwig van Beethoven"
1TvRcfzxkajCVvPngmxXCm,spotify:track:1TvRcfzxkajCVvPngmxXCm,Saal,6rssOv0SkFXtxsVnor4DbR,Umer Ahmed,spotify:artist:6rssOv0SkFXtxsVnor4DbR,0.0525,0.654,0.62,0.27,0.105,-10.16,0.0351,128.025,0.459,Saal:Umer Ahmed
2kQuhkFX7uSVepCD3h29g5,spotify:track:2kQuhkFX7uSVepCD3h29g5,Smack That,0z4gvV4rjIZ9wHck67ucSV,Akon,spotify:artist:0z4gvV4rjIZ9wHck67ucSV,0.321,0.939,0.742,0.0,0.107,-5.171,0.0467,118.978,0.924,Smack That:Akon
5UXJzLFdBn6u9FJTCnoHrH,spotify:track:5UXJzLFdBn6u9FJTCnoHrH,Memories,4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,spotify:artist:4Uc8Dsxct0oMqx0P6i60ea,0.00979,0.34,0.684,0.0,0.348,-6.306,0.044,112.969,0.556,Memories:Conan Gray
6kxaaIeowajN7w21PfMLbu,spotify:track:6kxaaIeowajN7w21PfMLbu,So Good,26VFTg2z8YR0cCuwLzESi2,Halsey,spotify:artist:26VFTg2z8YR0cCuwLzESi2,0.0385,0.576,0.627,0.0,0.181,-4.649,0.0449,164.998,0.311,So Good:Halsey
0fv2KH6hac06J86hBUTcSf,spotify:track:0fv2KH6hac06J86hBUTcSf,NEW MAGIC WAND,4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator",spotify:artist:4V8LLVI7PbaPR0K2TGSxFF,0.0967,0.621,0.73,0.000131,0.673,-5.414,0.107,139.566,0.464,"NEW MAGIC WAND:Tyler, The Creator"
4iTQ4eY8gKg7heomMnxAdj,spotify:track:4iTQ4eY8gKg7heomMnxAdj,Tormented Lovers,2ifvIECHAlEgPMBuBOJ0lG,Bear McCreary,spotify:artist:2ifvIECHAlEgPMBuBOJ0lG,0.801,0.0645,0.163,0.933,0.0717,-16.511,0.0405,70.91,0.0337,Tormented Lovers:Bear McCreary
3bxlVq7OILLAU55cV9r9vv,spotify:track:3bxlVq7OILLAU55cV9r9vv,Arizona Summer,6gMyLqdBGrHjR8TdCutVIP,Peter Fenn,spotify:artist:6gMyLqdBGrHjR8TdCutVIP,0.0143,0.719,0.632,0.0,0.0708,-4.892,0.0414,103.988,0.846,Arizona Summer:Peter Fenn
1170VohRSx6GwE6QDCHPPH,spotify:track:1170VohRSx6GwE6QDCHPPH,Kilby Girl,6p2HnfM955TI1bX34dkLnI,The Backseat Lovers,spotify:artist:6p2HnfM955TI1bX34dkLnI,0.0578,0.329,0.444,0.0352,0.113,-9.973,0.0417,162.279,0.225,Kilby Girl:The Backseat Lovers
5tFep7dXGd7vEJ668wTPux,spotify:track:5tFep7dXGd7vEJ668wTPux,Both (feat. Drake),13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,spotify:artist:13y7CgLHjMVRMDqxdx0Xdo,0.119,0.85,0.405,0.000118,0.0707,-7.509,0.225,139.976,0.344,Both (feat. Drake):Gucci Mane
6MYJv37Mpj5njLLbxKWNun,spotify:track:6MYJv37Mpj5njLLbxKWNun,Crush,5DD5GZd4ElmQTy9NleMvKJ,Tessa Violet,spotify:artist:5DD5GZd4ElmQTy9NleMvKJ,0.0297,0.91,0.402,0.00018,0.0801,-9.55,0.0857,135.993,0.825,Crush:Tessa Violet
7z2DKGAsPPdxOwTzMaVYD4,spotify:track:7z2DKGAsPPdxOwTzMaVYD4,Kill Me Pretty,3ZWE1TnryM03rfzVin17K0,Tamio Okuda,spotify:artist:3ZWE1TnryM03rfzVin17K0,0.000153,0.432,0.796,0.00209,0.266,-7.262,0.0606,141.868,0.271,Kill Me Pretty:Tamio Okuda
023OVLNzXhX0j7CxswUt6D,spotify:track:023OVLNzXhX0j7CxswUt6D,Cheerleader - Felix Jaehn Remix Radio Edit,5MouCg6ta7zAxsfMEbc1uh,OMI,spotify:artist:5MouCg6ta7zAxsfMEbc1uh,0.141,0.78,0.68,1.2e-05,0.138,-6.081,0.0305,118.026,0.594,Cheerleader - Felix Jaehn Remix Radio Edit:OMI
2Y0wPrPQBrGhoLn14xRYCG,spotify:track:2Y0wPrPQBrGhoLn14xRYCG,Come & Go (with Marshmello),4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,spotify:artist:4MCBfE4596Uoi2O4DtmEMz,0.0172,0.625,0.814,0.0,0.158,-5.181,0.0657,144.991,0.535,Come & Go (with Marshmello):Juice WRLD
6LO0ryApQDcoL42O5o872S,spotify:track:6LO0ryApQDcoL42O5o872S,sugar at the bottom,3LjhVl7GzYsza1biQjTpaN,Hayley Kiyoko,spotify:artist:3LjhVl7GzYsza1biQjTpaN,0.455,0.866,0.565,0.000226,0.246,-6.983,0.0583,101.985,0.549,sugar at the bottom:Hayley Kiyoko
5Fli1xRi01bvCjsZvKWro0,spotify:track:5Fli1xRi01bvCjsZvKWro0,Houdini,7gP3bB2nilZXLfPHJhMdvc,Foster The People,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,0.00762,0.632,0.908,0.000172,0.167,-3.511,0.0458,110.024,0.764,Houdini:Foster The People
7GIzQFxHdON9BXJXea86pv,spotify:track:7GIzQFxHdON9BXJXea86pv,Sochta Hoon Keh Woh Kitne Masoom Teh - Complete Original Recording,5HcunTidTUrOaf8V0iJcvl,Nusrat Fateh Ali Khan,spotify:artist:5HcunTidTUrOaf8V0iJcvl,0.612,0.419,0.758,6.23e-05,0.583,-7.974,0.0654,122.156,0.674,Sochta Hoon Keh Woh Kitne Masoom Teh - Complete Original Recording:Nusrat Fateh Ali Khan
3G6hD9B2ZHOsgf4WfNu7X1,spotify:track:3G6hD9B2ZHOsgf4WfNu7X1,Team,163tK9Wjr9P9DmM0AVK7lm,Lorde,spotify:artist:163tK9Wjr9P9DmM0AVK7lm,0.167,0.69,0.578,0.0,0.305,-7.436,0.0929,99.961,0.416,Team:Lorde
6ukoIMQf2NzLAXqJVA4b8O,spotify:track:6ukoIMQf2NzLAXqJVA4b8O,Hadippa,1wRPtKGflJrBx9BmLsSwlU,Pritam,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,0.233,0.801,0.879,0.00566,0.034,-6.305,0.0711,111.995,0.962,Hadippa:Pritam
3e271PjoGBvN2ALz5E55QY,spotify:track:3e271PjoGBvN2ALz5E55QY,Skugge,0NJ6wlOAsAJ1PN4VRdTPKA,Wardruna,spotify:artist:0NJ6wlOAsAJ1PN4VRdTPKA,0.0922,0.223,0.654,0.231,0.209,-8.318,0.044,100.02,0.108,Skugge:Wardruna
3IUiA6msgyFl3f8kzbdgQP,spotify:track:3IUiA6msgyFl3f8kzbdgQP,Forgive Me (feat. Izzy Bizu),21mKp7DqtSNHhCAU2ugvUw,ODESZA,spotify:artist:21mKp7DqtSNHhCAU2ugvUw,0.0185,0.663,0.827,0.00104,0.265,-3.135,0.0372,104.985,0.395,Forgive Me (feat. Izzy Bizu):ODESZA
4JeOesjcWWlprTAvucDSJX,spotify:track:4JeOesjcWWlprTAvucDSJX,People Watching,4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,spotify:artist:4Uc8Dsxct0oMqx0P6i60ea,0.385,0.53,0.593,0.0,0.314,-7.286,0.0545,125.723,0.538,People Watching:Conan Gray
15DrrIod12Tc2IoMaHiwlQ,spotify:track:15DrrIod12Tc2IoMaHiwlQ,I Bet My Life,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,0.335,0.553,0.657,0.000648,0.228,-8.219,0.0405,107.889,0.555,I Bet My Life:Imagine Dragons
10T5KXOgfLTMcdVXK8dHns,spotify:track:10T5KXOgfLTMcdVXK8dHns,Blinding Lights,3ss8CCHIds5hKnQ9un3dU0,Glass Tides,spotify:artist:3ss8CCHIds5hKnQ9un3dU0,7.71e-06,0.384,0.947,0.00721,0.124,-5.452,0.0364,171.017,0.81,Blinding Lights:Glass Tides
44xO8889yUQHn70P73NILS,spotify:track:44xO8889yUQHn70P73NILS,Believe Me,6YCM9JwkqdEFQSzztmh4Kb,Navos,spotify:artist:6YCM9JwkqdEFQSzztmh4Kb,0.129,0.629,0.876,1.39e-06,0.29,-5.572,0.0408,124.999,0.645,Believe Me:Navos
1ygWVnrMT8kyZTYhnyoirN,spotify:track:1ygWVnrMT8kyZTYhnyoirN,Kaise Bolein,1gcHKvKKZtEccnyXYlSvP5,Abdullah Maharvi,spotify:artist:1gcHKvKKZtEccnyXYlSvP5,0.532,0.661,0.443,0.0141,0.111,-11.158,0.0643,150.033,0.406,Kaise Bolein:Abdullah Maharvi
0d28khcov6AiegSCpG5TuT,spotify:track:0d28khcov6AiegSCpG5TuT,Feel Good Inc.,3AA28KZvwAUcZuOKwyblJQ,Gorillaz,spotify:artist:3AA28KZvwAUcZuOKwyblJQ,0.00836,0.818,0.705,0.00233,0.613,-6.679,0.177,138.559,0.772,Feel Good Inc.:Gorillaz
5M4yti0QxgqJieUYaEXcpw,spotify:track:5M4yti0QxgqJieUYaEXcpw,Eventually,5INjqkS1o8h1imAzPqGZBb,Tame Impala,spotify:artist:5INjqkS1o8h1imAzPqGZBb,0.0158,0.424,0.615,0.000389,0.0844,-6.217,0.0325,77.935,0.155,Eventually:Tame Impala
2TfSHkHiFO4gRztVIkggkE,spotify:track:2TfSHkHiFO4gRztVIkggkE,"Sugar, We're Goin Down",4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,spotify:artist:4UXqAaa6dQYAk18Lv7PEgX,0.00579,0.494,0.842,0.0,0.122,-4.784,0.0843,162.011,0.574,"Sugar, We're Goin Down:Fall Out Boy"
0XCtRvfDHT98h0iUSDFtyO,spotify:track:0XCtRvfDHT98h0iUSDFtyO,Chaap Tilak,3OzUySgSF8QxZScB0RxDCB,Namita Choudhary,spotify:artist:3OzUySgSF8QxZScB0RxDCB,0.859,0.544,0.38,0.0,0.0762,-8.339,0.0318,84.267,0.149,Chaap Tilak:Namita Choudhary
1Cv1YLb4q0RzL6pybtaMLo,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,4ETSs924pXMzjIeD6E9b4u,Surfaces,spotify:artist:4ETSs924pXMzjIeD6E9b4u,0.183,0.878,0.525,0.0,0.0714,-6.832,0.0578,112.022,0.694,Sunday Best:Surfaces
64ch5GFGb2lq9NbjPdjkaM,spotify:track:64ch5GFGb2lq9NbjPdjkaM,Summerland,7sOR7gk6XUlGnxj3p9F54k,half•alive,spotify:artist:7sOR7gk6XUlGnxj3p9F54k,0.272,0.709,0.799,0.0,0.452,-4.985,0.143,103.879,0.699,Summerland:half•alive
4ASOMWcJUrwEpjJy4GEijz,spotify:track:4ASOMWcJUrwEpjJy4GEijz,California Dreamin' (feat. High Jinx),7tm9Tuc70geXOOyKhtZHIj,Chris Lorenzo,spotify:artist:7tm9Tuc70geXOOyKhtZHIj,0.00552,0.685,0.911,0.0247,0.285,-4.977,0.144,128.02,0.351,California Dreamin' (feat. High Jinx):Chris Lorenzo
6fujklziTHa8uoM5OQSfIo,spotify:track:6fujklziTHa8uoM5OQSfIo,Black Beatles,7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,0.142,0.794,0.632,0.0,0.128,-6.163,0.0649,145.926,0.355,Black Beatles:Rae Sremmurd
4zJyzpMY82bUgGIE3VNxUe,spotify:track:4zJyzpMY82bUgGIE3VNxUe,Experimental (feat. Chip Tha Ripper & Juicy J),0c173mlxpT3dSFRgMO8XPh,Big Sean,spotify:artist:0c173mlxpT3dSFRgMO8XPh,0.026,0.854,0.686,0.0,0.104,-5.309,0.106,139.993,0.903,Experimental (feat. Chip Tha Ripper & Juicy J):Big Sean
1000nHvUdawXuUHgBod4Wv,spotify:track:1000nHvUdawXuUHgBod4Wv,Panini,7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,0.342,0.703,0.594,0.0,0.123,-6.146,0.0752,153.848,0.475,Panini:Lil Nas X
5xJlzQiPLYkvlqkRPKzBwD,spotify:track:5xJlzQiPLYkvlqkRPKzBwD,Emergency Contact,4iJLPqClelZOBCBifm8Fzv,Pierce The Veil,spotify:artist:4iJLPqClelZOBCBifm8Fzv,0.000469,0.541,0.826,0.0,0.711,-4.214,0.0361,113.03,0.402,Emergency Contact:Pierce The Veil
3Q2DzxxcwyDI6pMHkV4MeG,spotify:track:3Q2DzxxcwyDI6pMHkV4MeG,Make of It,7sOR7gk6XUlGnxj3p9F54k,half•alive,spotify:artist:7sOR7gk6XUlGnxj3p9F54k,0.241,0.765,0.706,0.182,0.137,-8.374,0.189,120.077,0.723,Make of It:half•alive
5aXTfpNOqLj35ydEiLio67,spotify:track:5aXTfpNOqLj35ydEiLio67,Follow,60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,spotify:artist:60d24wfXkVzDSfLS6hyCjZ,0.0333,0.588,0.78,0.193,0.0728,-6.102,0.0432,127.085,0.201,Follow:Martin Garrix
3HFvMIvCBNGkypFCQUHjyV,spotify:track:3HFvMIvCBNGkypFCQUHjyV,Supernatural,5tFRohaO5yEsuJxmMnlCO9,Barns Courtney,spotify:artist:5tFRohaO5yEsuJxmMnlCO9,0.0265,0.579,0.846,0.0,0.0418,-3.929,0.0329,98.019,0.612,Supernatural:Barns Courtney
0ZdMmIWxCAO0CeR5sSmdzn,spotify:track:0ZdMmIWxCAO0CeR5sSmdzn,Shikayat,0sHAWQhZ5GxE0QO0peVXw3,Archana Gore,spotify:artist:0sHAWQhZ5GxE0QO0peVXw3,0.765,0.462,0.642,0.0,0.136,-5.697,0.0522,83.216,0.626,Shikayat:Archana Gore
3nEHrvNNtgLv9rneTAYVr4,spotify:track:3nEHrvNNtgLv9rneTAYVr4,Heaven Takes You Home (feat. Connie Constance),1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,spotify:artist:1h6Cn3P4NGzXbaXidqURXs,0.0124,0.665,0.738,0.00598,0.0923,-5.931,0.0379,125.037,0.0389,Heaven Takes You Home (feat. Connie Constance):Swedish House Mafia
6iP5RyT5UYri2lBXF5HXPv,spotify:track:6iP5RyT5UYri2lBXF5HXPv,Scatterbrain,6OjbjDH6ZfL9NWdioYibGP,DLG.,spotify:artist:6OjbjDH6ZfL9NWdioYibGP,0.0237,0.856,0.321,0.0248,0.113,-12.063,0.124,110.039,0.403,Scatterbrain:DLG.
37AGgp9VP8TVJBfEat74Bj,spotify:track:37AGgp9VP8TVJBfEat74Bj,Candy (feat. Trippie Redd),6TIYQ3jFPwQSRmorSezPxX,Machine Gun Kelly,spotify:artist:6TIYQ3jFPwQSRmorSezPxX,0.00829,0.744,0.638,0.0,0.182,-4.86,0.049,98.019,0.48,Candy (feat. Trippie Redd):Machine Gun Kelly
2FpzEUblvxvCSv7aQbe8l5,spotify:track:2FpzEUblvxvCSv7aQbe8l5,Cayo La Noche X Diles X Soy Peor,3NjvXwncl7KsWx8Onw9oWB,Santiago Novello,spotify:artist:3NjvXwncl7KsWx8Onw9oWB,0.698,0.753,0.722,0.0,0.251,-7.002,0.165,114.967,0.563,Cayo La Noche X Diles X Soy Peor:Santiago Novello
6pDVjCUA3B1vg9waKutAsv,spotify:track:6pDVjCUA3B1vg9waKutAsv,Attention,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,0.688,0.671,0.428,0.000182,0.119,-7.052,0.124,148.04,0.362,Attention:The Weeknd
2joEpsXflccZD0ZwKEdz5m,spotify:track:2joEpsXflccZD0ZwKEdz5m,Sugar,3zmfs9cQwzJl575W1ZYXeT,Men I Trust,spotify:artist:3zmfs9cQwzJl575W1ZYXeT,0.647,0.823,0.461,0.327,0.14,-12.75,0.0366,114.026,0.798,Sugar:Men I Trust
2OlXEjn4FufYIVL9KC1FHO,spotify:track:2OlXEjn4FufYIVL9KC1FHO,Streets - DJ Sliink Remix,5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,0.363,0.731,0.742,0.205,0.17,-9.151,0.0986,130.067,0.224,Streets - DJ Sliink Remix:Doja Cat
2g3qKijfeHfDyM7Fmaoi5M,spotify:track:2g3qKijfeHfDyM7Fmaoi5M,Blow,3tJoFztHeIJkJWMrx0td2f,Moneybagg Yo,spotify:artist:3tJoFztHeIJkJWMrx0td2f,0.0579,0.815,0.742,0.0,0.345,-4.896,0.245,137.036,0.584,Blow:Moneybagg Yo
3pYvs3jAA5APaB5cax7eXr,spotify:track:3pYvs3jAA5APaB5cax7eXr,Bad Habits (Slowed + Reverb),0jowzILNRrPmfpajO2iWmz,Solstice,spotify:artist:0jowzILNRrPmfpajO2iWmz,0.00805,0.618,0.546,0.000875,0.312,-12.558,0.123,144.367,0.286,Bad Habits (Slowed + Reverb):Solstice
3eeU7oRuEUbFHMrsJ8rvpk,spotify:track:3eeU7oRuEUbFHMrsJ8rvpk,What Should I Say,3mIj9lX2MWuHmhNCA7LSCW,The 1975,spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,0.0923,0.676,0.661,0.00788,0.102,-8.909,0.0481,105.006,0.145,What Should I Say:The 1975
3B5yl01KF06NkYG39BdTBa,spotify:track:3B5yl01KF06NkYG39BdTBa,Just For Me (with SZA) - Space Jam: A New Legacy,0H39MdGGX6dbnnQPt6NQkZ,SAINt JHN,spotify:artist:0H39MdGGX6dbnnQPt6NQkZ,0.289,0.699,0.689,1.62e-05,0.238,-4.336,0.0581,98.95,0.599,Just For Me (with SZA) - Space Jam: A New Legacy:SAINt JHN
5xGPWuqxOJbw2xs6FRI59G,spotify:track:5xGPWuqxOJbw2xs6FRI59G,Fairy Light,5Lqrkxi2AoI6HJQGoiVR5l,EIRLYS,spotify:artist:5Lqrkxi2AoI6HJQGoiVR5l,0.992,0.126,0.029,0.934,0.1,-31.878,0.0414,83.173,0.0705,Fairy Light:EIRLYS
7EYEswNmA0XjzwUitONgzK,spotify:track:7EYEswNmA0XjzwUitONgzK,Tuta Pull Wahan,1VFIeAFbzMVHmvGQtfE6OI,Deepak Rathore Project,spotify:artist:1VFIeAFbzMVHmvGQtfE6OI,0.863,0.588,0.283,0.0,0.121,-12.663,0.0364,82.044,0.284,Tuta Pull Wahan:Deepak Rathore Project
3YRvnftfueV3fwhWIQvri2,spotify:track:3YRvnftfueV3fwhWIQvri2,up to me,49tQo2QULno7gxHutgccqF,LANY,spotify:artist:49tQo2QULno7gxHutgccqF,0.0563,0.664,0.721,0.000554,0.0745,-8.712,0.0367,120.99,0.747,up to me:LANY
3u1f75MWE7gsMhZ4bBaZ4U,spotify:track:3u1f75MWE7gsMhZ4bBaZ4U,All's Well That Ends,4hz8tIajF2INpgM0qzPJz2,Rainbow Kitten Surprise,spotify:artist:4hz8tIajF2INpgM0qzPJz2,0.0261,0.627,0.478,0.251,0.0987,-11.166,0.0448,119.965,0.179,All's Well That Ends:Rainbow Kitten Surprise
27fMPdnYNuuFuSQrUNJkqj,spotify:track:27fMPdnYNuuFuSQrUNJkqj,If By Chance - slowed + reverb,2WzaAvm2bBCf4pEhyuDgCY,Ruth B.,spotify:artist:2WzaAvm2bBCf4pEhyuDgCY,0.81,0.204,0.166,2.87e-06,0.129,-14.502,0.0324,92.762,0.181,If By Chance - slowed + reverb:Ruth B.
7KjIhqpp6bpUc4W9sllJud,spotify:track:7KjIhqpp6bpUc4W9sllJud,Sunday,2garjIdgTW5i89s4Z3UT72,Andrew Garfield,spotify:artist:2garjIdgTW5i89s4Z3UT72,0.68,0.151,0.211,0.0,0.133,-10.513,0.0345,78.806,0.186,Sunday:Andrew Garfield
46nvQpUDsxpS08UTFOeKTA,spotify:track:46nvQpUDsxpS08UTFOeKTA,Tell It To My Heart,0xRXCcSX89eobfrshSVdyu,MEDUZA,spotify:artist:0xRXCcSX89eobfrshSVdyu,0.0265,0.539,0.715,0.0,0.609,-6.639,0.0595,123.854,0.489,Tell It To My Heart:MEDUZA
6KtNLc95StBKfOmFDAoTwi,spotify:track:6KtNLc95StBKfOmFDAoTwi,Kali Kali Zulfon Ke Phande Na,5HcunTidTUrOaf8V0iJcvl,Nusrat Fateh Ali Khan,spotify:artist:5HcunTidTUrOaf8V0iJcvl,0.573,0.4,0.694,0.0,0.874,-8.486,0.0621,153.902,0.727,Kali Kali Zulfon Ke Phande Na:Nusrat Fateh Ali Khan
1mw0RgNXIpYRyyCdBQbLgA,spotify:track:1mw0RgNXIpYRyyCdBQbLgA,Love Of My Life,6KImCVD70vtIoJWnq6nGn3,Harry Styles,spotify:artist:6KImCVD70vtIoJWnq6nGn3,0.669,0.555,0.536,0.0,0.0623,-8.233,0.0452,118.057,0.203,Love Of My Life:Harry Styles
7LR85XLWw2yXqKBSI5brbG,spotify:track:7LR85XLWw2yXqKBSI5brbG,Run This Town,3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,0.281,0.632,0.924,0.0,0.263,-1.802,0.29,86.844,0.441,Run This Town:JAY-Z
6XmAglg07ZW7SZ9CcMOqNJ,spotify:track:6XmAglg07ZW7SZ9CcMOqNJ,Wild,3mGW1eoqwNtCxd8R3hIOM5,Talhah Yunus,spotify:artist:3mGW1eoqwNtCxd8R3hIOM5,0.192,0.841,0.486,0.0,0.113,-9.15,0.448,119.942,0.704,Wild:Talhah Yunus
1NFqszFNaYFCTjdGb3TfSh,spotify:track:1NFqszFNaYFCTjdGb3TfSh,Vision - Slowed,1wJNeTGqvB8WVYak3HC3pk,Hucci,spotify:artist:1wJNeTGqvB8WVYak3HC3pk,0.0219,0.676,0.32,0.127,0.0849,-13.842,0.0354,105.793,0.0997,Vision - Slowed:Hucci
54VFhe501kUbDYj2OrueMp,spotify:track:54VFhe501kUbDYj2OrueMp,AHHH HA,3hcs9uc56yIGFCSy9leWe7,Lil Durk,spotify:artist:3hcs9uc56yIGFCSy9leWe7,0.000114,0.676,0.61,1.73e-06,0.191,-9.185,0.273,156.005,0.519,AHHH HA:Lil Durk
