id,track_uri,track_name,artist_id,artist_name,artist_uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key
36vq27ziYye9Nsi1uOQlLD,spotify:track:36vq27ziYye9Nsi1uOQlLD,Shab e Wada Awwal,5HcunTidTUrOaf8V0iJcvl,Nusrat Fateh Ali Khan,spotify:artist:5HcunTidTUrOaf8V0iJcvl,0.157,0.448,0.691,0.0,0.178,-5.551,0.25,87.922,0.549,Shab e Wada Awwal:Nusrat Fateh Ali Khan
1DIXPcTDzTj8ZMHt3PDt8p,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,3y24n3XhZ96wgwRXjvS17T,Coolio,spotify:artist:3y24n3XhZ96wgwRXjvS17T,0.0655,0.647,0.514,0.0,0.398,-10.05,0.0593,79.975,0.386,Gangsta's Paradise:Coolio
3AzjcOeAmA57TIOr9zF1ZW,spotify:track:3AzjcOeAmA57TIOr9zF1ZW,Physical,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,0.0137,0.647,0.844,0.000658,0.102,-3.756,0.0457,146.967,0.746,Physical:Dua Lipa
0bSHwuTOZVJUXWT03H9oD2,spotify:track:0bSHwuTOZVJUXWT03H9oD2,Succession (Main Title Theme),18oYqNtcLUHrqO7LfX7qni,Nicholas Britell,spotify:artist:18oYqNtcLUHrqO7LfX7qni,0.000226,0.366,0.471,0.868,0.0673,-6.369,0.0363,140.142,0.037,Succession (Main Title Theme):Nicholas Britell
7w87IxuO7BDcJ3YUqCyMTT,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,7gP3bB2nilZXLfPHJhMdvc,Foster The People,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,0.145,0.733,0.71,0.115,0.0956,-5.849,0.0292,127.975,0.965,Pumped Up Kicks:Foster The People
1SJtlNRJDeYHioymcvsqev,spotify:track:1SJtlNRJDeYHioymcvsqev,Crying in the Club,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,spotify:artist:4nDoRrQiYLoBzwC5BhVJzF,0.334,0.334,0.617,0.0,0.163,-5.834,0.383,85.227,0.603,Crying in the Club:Camila Cabello
3vySEUpD0tc801F2WZDLYw,spotify:track:3vySEUpD0tc801F2WZDLYw,Freaky Deaky,5LHRHt1k9lMyONurDHEdrp,Tyga,spotify:artist:5LHRHt1k9lMyONurDHEdrp,0.019,0.799,0.653,0.0,0.0935,-5.453,0.037,104.019,0.236,Freaky Deaky:Tyga
7ALEBJ8LOQqXVJ2tqnXtoH,spotify:track:7ALEBJ8LOQqXVJ2tqnXtoH,"Bitch, Don’t Kill My Vibe - Remix",2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,0.0545,0.631,0.791,0.0,0.226,-5.776,0.227,133.672,0.123,"Bitch, Don’t Kill My Vibe - Remix:Kendrick Lamar"
4vDGc8mD9kHbC2Yy6pF6SE,spotify:track:4vDGc8mD9kHbC2Yy6pF6SE,Bad Dream,5yw4tA8D5uG7tT3NaDvq10,Stellar,spotify:artist:5yw4tA8D5uG7tT3NaDvq10,0.00104,0.731,0.746,5.73e-06,0.117,-3.43,0.0311,125.016,0.555,Bad Dream:Stellar
4u4YzpWVKSz01MlTPTERkf,spotify:track:4u4YzpWVKSz01MlTPTERkf,Ooh Killem,5ikNVOJoWdEO41eADi7t9a,King Kendrick,spotify:artist:5ikNVOJoWdEO41eADi7t9a,0.0103,0.749,0.693,0.0,0.0774,-8.087,0.295,134.138,0.381,Ooh Killem:King Kendrick
2ZL7WZcjuYKi1KUDtp4kCC,spotify:track:2ZL7WZcjuYKi1KUDtp4kCC,Spin Bout U,3TVXtAsR1Inumwj472S9r4,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,0.01,0.773,0.701,0.0,0.163,-6.386,0.0512,129.963,0.203,Spin Bout U:Drake
3pndPhlQWjuSoXhcIIdBjv,spotify:track:3pndPhlQWjuSoXhcIIdBjv,What They Want,1z7b1Pr1rSlvWRzsW3HOrS,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,0.484,0.71,0.404,0.0,0.0953,-10.04,0.379,139.553,0.398,What They Want:Russ
4ja2gzrNh9VNigzoXfmbwD,spotify:track:4ja2gzrNh9VNigzoXfmbwD,Mariposa,0imE3buPhAowREqCrr4CYe,Peach Tree Rascals,spotify:artist:0imE3buPhAowREqCrr4CYe,0.617,0.676,0.525,0.0,0.356,-5.88,0.028,112.011,0.421,Mariposa:Peach Tree Rascals
3OaunNUlXXs5e2PXtNAzzG,spotify:track:3OaunNUlXXs5e2PXtNAzzG,UCLA,5eIbEEQnDM8yuDVB0bimSP,RL Grime,spotify:artist:5eIbEEQnDM8yuDVB0bimSP,0.0742,0.536,0.879,0.0,0.0847,-3.019,0.0621,140.137,0.334,UCLA:RL Grime
23vP3c08PZopjq6Jvepykv,spotify:track:23vP3c08PZopjq6Jvepykv,Cat Watching Bank Robbery,5ANEtiXOfqk6pGqOHj2suV,Beatmund Noise,spotify:artist:5ANEtiXOfqk6pGqOHj2suV,0.917,0.806,0.397,0.896,0.123,-11.344,0.0766,130.011,0.0393,Cat Watching Bank Robbery:Beatmund Noise
4DuUwzP4ALMqpquHU0ltAB,spotify:track:4DuUwzP4ALMqpquHU0ltAB,Tyler Herro,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,spotify:artist:2LIk90788K0zvyj2JJVwkJ,0.11,0.794,0.756,0.0,0.247,-7.16,0.136,123.066,0.775,Tyler Herro:Jack Harlow
1HHnQYqcnlnE9q7LGFFGFj,spotify:track:1HHnQYqcnlnE9q7LGFFGFj,Off Of My Mind,1VBflYyxBhnDc9uVib98rw,Icona Pop,spotify:artist:1VBflYyxBhnDc9uVib98rw,0.128,0.798,0.752,0.0362,0.0795,-5.947,0.227,125.996,0.565,Off Of My Mind:Icona Pop
1Khtxo7T3iRCBrR3CVHRSW,spotify:track:1Khtxo7T3iRCBrR3CVHRSW,Bashbo Bhalo,1rTEkzUiftHqoVMjSucIV6,Dameer,spotify:artist:1rTEkzUiftHqoVMjSucIV6,0.823,0.631,0.558,0.000549,0.121,-9.954,0.0559,109.926,0.313,Bashbo Bhalo:Dameer
2Y3USTCETS4xbjJOzT1Icm,spotify:track:2Y3USTCETS4xbjJOzT1Icm,Adderall (Corvette Corvette) - Remix,3fyhhXHbGVLuSHFk2SYx4I,Popp Hunna,spotify:artist:3fyhhXHbGVLuSHFk2SYx4I,0.217,0.921,0.718,0.0,0.189,-3.545,0.299,141.06,0.677,Adderall (Corvette Corvette) - Remix:Popp Hunna
6IEYxC5J51Igo0XUTx16mA,spotify:track:6IEYxC5J51Igo0XUTx16mA,fools (can't help falling in love) (slowed down & reverb),6vCIRD06VaQwwaZS0TqiCz,Foster,spotify:artist:6vCIRD06VaQwwaZS0TqiCz,0.64,0.591,0.805,0.0,0.143,-5.235,0.271,136.629,0.283,fools (can't help falling in love) (slowed down & reverb):Foster
2nMeu6UenVvwUktBCpLMK9,spotify:track:2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,spotify:artist:00FQb4jTyendYWaN8pK0wa,0.262,0.324,0.416,3.69e-05,0.11,-8.92,0.0368,113.986,0.151,Young And Beautiful:Lana Del Rey
0SGkqnVQo9KPytSri1H6cF,spotify:track:0SGkqnVQo9KPytSri1H6cF,Bounce Back,0c173mlxpT3dSFRgMO8XPh,Big Sean,spotify:artist:0c173mlxpT3dSFRgMO8XPh,0.106,0.78,0.575,0.0,0.129,-5.628,0.139,81.502,0.273,Bounce Back:Big Sean
709F3MwiVvLD0LQXeKs5Cz,spotify:track:709F3MwiVvLD0LQXeKs5Cz,Vibez,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,spotify:artist:5ZsFI1h6hIdQRw2ti0hz81,0.242,0.635,0.659,0.0285,0.105,-7.499,0.116,96.855,0.34,Vibez:ZAYN
2iBXGnObYLUDxZiTnbX1a4,spotify:track:2iBXGnObYLUDxZiTnbX1a4,TWISTED,50tDsT4wwq8FCMJNkn1D67,AViVA,spotify:artist:50tDsT4wwq8FCMJNkn1D67,0.668,0.656,0.68,0.000379,0.124,-5.967,0.224,170.061,0.519,TWISTED:AViVA
5D246C2tLKCTeZgcsRfvcA,spotify:track:5D246C2tLKCTeZgcsRfvcA,Burnin,6gK1Uct5FEdaUWRWpU4Cl2,Petit Biscuit,spotify:artist:6gK1Uct5FEdaUWRWpU4Cl2,0.044,0.846,0.554,0.000367,0.0797,-8.753,0.0559,113.968,0.784,Burnin:Petit Biscuit
0uxSUdBrJy9Un0EYoBowng,spotify:track:0uxSUdBrJy9Un0EYoBowng,20 Min,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,0.109,0.773,0.75,0.0,0.174,-4.009,0.117,123.426,0.783,20 Min:Lil Uzi Vert
6ZmtxXUXRVjxOhugKkmerC,spotify:track:6ZmtxXUXRVjxOhugKkmerC,Dil Mere,7b6Ui7JVaBDEfZB9k6nHL0,The Local Train,spotify:artist:7b6Ui7JVaBDEfZB9k6nHL0,0.842,0.655,0.473,0.0323,0.167,-9.806,0.0267,92.962,0.572,Dil Mere:The Local Train
19a3JfW8BQwqHWUMbcqSx8,spotify:track:19a3JfW8BQwqHWUMbcqSx8,Famous,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,0.0711,0.465,0.735,0.0,0.0975,-3.715,0.117,173.935,0.409,Famous:Kanye West
2k3NAOhrpY4DJJlt5XjDKF,spotify:track:2k3NAOhrpY4DJJlt5XjDKF,蘭亭序,2elBjNSdBE2Y3f0j1mjrql,Jay Chou,spotify:artist:2elBjNSdBE2Y3f0j1mjrql,0.317,0.43,0.54,0.0,0.375,-8.058,0.0328,152.051,0.342,蘭亭序:Jay Chou
3gJxSEQtZ08xpRuAMdynHW,spotify:track:3gJxSEQtZ08xpRuAMdynHW,Dheere Se,6xlrAAgxcRlgCXnbg2hcFc,The Yellow Diary,spotify:artist:6xlrAAgxcRlgCXnbg2hcFc,0.669,0.584,0.548,0.0036,0.164,-10.19,0.0361,160.002,0.386,Dheere Se:The Yellow Diary
6wJEntJdVDuK9KtbwRZiYZ,spotify:track:6wJEntJdVDuK9KtbwRZiYZ,Neend Na Aaye,2yE29no7fHNeyPRIIiwaJ4,Fuzon,spotify:artist:2yE29no7fHNeyPRIIiwaJ4,0.0125,0.515,0.58,0.000135,0.108,-12.519,0.0447,191.97,0.541,Neend Na Aaye:Fuzon
2AaJeBEq3WLcfFW1y8svDf,spotify:track:2AaJeBEq3WLcfFW1y8svDf,By Your Side,45TgXXqMDdF8BkjA83OM7z,Rod Wave,spotify:artist:45TgXXqMDdF8BkjA83OM7z,0.0345,0.649,0.508,3.59e-05,0.0736,-10.232,0.0959,157.975,0.405,By Your Side:Rod Wave
37F0uwRSrdzkBiuj0D5UHI,spotify:track:37F0uwRSrdzkBiuj0D5UHI,Reminder,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,0.142,0.706,0.505,0.0,0.164,-6.923,0.193,160.053,0.388,Reminder:The Weeknd
4gHfxOO5LxwSnF4qvOK569,spotify:track:4gHfxOO5LxwSnF4qvOK569,Luminous,5Jv5Lpg9AV9WJK9kfnZAX0,Until The Very End,spotify:artist:5Jv5Lpg9AV9WJK9kfnZAX0,0.0105,0.662,0.871,0.0,0.116,-6.021,0.217,110.068,0.713,Luminous:Until The Very End
0sb8ClU3CLoNblxkpmOKzA,spotify:track:0sb8ClU3CLoNblxkpmOKzA,Maybe You’re The Problem,4npEfmQ6YuiwW1GpUmaq3F,Ava Max,spotify:artist:4npEfmQ6YuiwW1GpUmaq3F,0.0453,0.53,0.835,0.0,0.0637,-3.69,0.11,166.02,0.471,Maybe You’re The Problem:Ava Max
5NoSvkAWZakc4pWrd3sJHC,spotify:track:5NoSvkAWZakc4pWrd3sJHC,Somewhere over the rainbow,5gmOxTV1V68gGvOXDTopig,Michael Andersen,spotify:artist:5gmOxTV1V68gGvOXDTopig,0.984,0.289,0.00751,0.882,0.108,-32.953,0.05,79.917,0.173,Somewhere over the rainbow:Michael Andersen
1zi7xx7UVEFkmKfv06H8x0,spotify:track:1zi7xx7UVEFkmKfv06H8x0,One Dance,3TVXtAsR1Inumwj472S9r4,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,0.00776,0.792,0.625,0.0018,0.329,-5.609,0.0536,103.967,0.37,One Dance:Drake
5l6hpyTGBK0LAAxgPnqTQL,spotify:track:5l6hpyTGBK0LAAxgPnqTQL,Look After You,0zOcE3mg9nS6l3yxt1Y0bK,The Fray,spotify:artist:0zOcE3mg9nS6l3yxt1Y0bK,0.0575,0.447,0.592,4.47e-06,0.13,-3.015,0.0319,78.039,0.283,Look After You:The Fray
0sJLmvdv7j0PqBQb66cBtE,spotify:track:0sJLmvdv7j0PqBQb66cBtE,Mohey Apaney Hi Rung Main,4IodA7kOT3aXLU9by0lATP,Fareed Ayaz Abu Muhammad Qawwal,spotify:artist:4IodA7kOT3aXLU9by0lATP,0.969,0.322,0.315,0.00349,0.218,-14.034,0.128,63.806,0.399,Mohey Apaney Hi Rung Main:Fareed Ayaz Abu Muhammad Qawwal
4pWqrl3qQRoxsKyYkb5rqT,spotify:track:4pWqrl3qQRoxsKyYkb5rqT,Muhammad Ka Roza,2DmMcw1UxHSzAEFrMY3r2D,Junaid Jamshed,spotify:artist:2DmMcw1UxHSzAEFrMY3r2D,0.857,0.544,0.309,2.88e-06,0.374,-6.372,0.0358,119.664,0.563,Muhammad Ka Roza:Junaid Jamshed
6qmvAJSUfVGMubvI2awW7p,spotify:track:6qmvAJSUfVGMubvI2awW7p,uh oh,45dkTj5sMRSjrmBSBeiHym,Tate McRae,spotify:artist:45dkTj5sMRSjrmBSBeiHym,0.257,0.625,0.604,2.06e-05,0.129,-7.415,0.339,174.089,0.372,uh oh:Tate McRae
1JIgFmCP5OCTEGV866WP3b,spotify:track:1JIgFmCP5OCTEGV866WP3b,Rich Minion,3qiHUAX7zY4Qnjx8TNUzVx,Yeat,spotify:artist:3qiHUAX7zY4Qnjx8TNUzVx,0.108,0.639,0.518,0.0,0.307,-13.892,0.312,145.058,0.497,Rich Minion:Yeat
5Dg2h1wsm7ZijCo0yLmbvR,spotify:track:5Dg2h1wsm7ZijCo0yLmbvR,Hurricane,26VFTg2z8YR0cCuwLzESi2,Halsey,spotify:artist:26VFTg2z8YR0cCuwLzESi2,0.00823,0.586,0.83,0.0028,0.348,-5.375,0.0416,120.017,0.486,Hurricane:Halsey
424GDxARRXRaZ7Mla9EDI2,spotify:track:424GDxARRXRaZ7Mla9EDI2,The Mystic,7ymrIsmp4vE7vAtcS12J4D,Adam Jensen,spotify:artist:7ymrIsmp4vE7vAtcS12J4D,0.358,0.556,0.72,0.0,0.146,-5.132,0.0415,125.324,0.405,The Mystic:Adam Jensen
52okn5MNA47tk87PeZJLEL,spotify:track:52okn5MNA47tk87PeZJLEL,Let You Down,6fOMl44jA4Sp5b9PpYCkzz,NF,spotify:artist:6fOMl44jA4Sp5b9PpYCkzz,0.312,0.662,0.714,0.0,0.179,-5.68,0.121,147.997,0.464,Let You Down:NF
1zu2GKHPJIsUu80SUJX4H4,spotify:track:1zu2GKHPJIsUu80SUJX4H4,Devil Doesn’t Bargain,5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,spotify:artist:5IH6FPUwQTxPSXurCrcIov,0.577,0.448,0.606,0.0,0.217,-4.565,0.0609,121.15,0.483,Devil Doesn’t Bargain:Alec Benjamin
3mRLHiSHYtC8Hk7bzZdUs1,spotify:track:3mRLHiSHYtC8Hk7bzZdUs1,River,0yb46jwm7gqbZXVXZQ8Z1e,Bishop Briggs,spotify:artist:0yb46jwm7gqbZXVXZQ8Z1e,0.302,0.733,0.477,2.97e-06,0.0579,-6.737,0.0687,62.507,0.545,River:Bishop Briggs
4zzwmX1ntxHBaFWJahkVTx,spotify:track:4zzwmX1ntxHBaFWJahkVTx,Slither,5p9HO3XC5P3BLxJs5Mtrhm,Djo,spotify:artist:5p9HO3XC5P3BLxJs5Mtrhm,0.119,0.837,0.614,0.101,0.0806,-8.729,0.0338,99.996,0.963,Slither:Djo
7L6G0wpIUiPXuvoo7qhb06,spotify:track:7L6G0wpIUiPXuvoo7qhb06,oops!,2YOYua8FpudSEiB9s88IgQ,Yung Gravy,spotify:artist:2YOYua8FpudSEiB9s88IgQ,0.0358,0.886,0.743,0.000198,0.0511,-6.797,0.0812,131.902,0.941,oops!:Yung Gravy
65Bynqyt59f3fojjs1Uo41,spotify:track:65Bynqyt59f3fojjs1Uo41,Stay With Me (feat. Jeremy Zucker),4BzCdhJTyTS3gumq9xmymb,ayokay,spotify:artist:4BzCdhJTyTS3gumq9xmymb,0.489,0.694,0.695,0.000159,0.131,-6.612,0.0705,100.035,0.468,Stay With Me (feat. Jeremy Zucker):ayokay
7Hp11hYH0COcKfqYoq7zCp,spotify:track:7Hp11hYH0COcKfqYoq7zCp,It’s All So Incredibly Loud - Kelly Lee Owens Remix,4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,0.0135,0.576,0.725,0.211,0.165,-8.956,0.0303,124.926,0.404,It’s All So Incredibly Loud - Kelly Lee Owens Remix:Glass Animals
3EjPwIJkt032Fr9bhuG996,spotify:track:3EjPwIJkt032Fr9bhuG996,Duffelbag,35j3Bv3gRKUHbiFSxVjjIf,Stig Brenner,spotify:artist:35j3Bv3gRKUHbiFSxVjjIf,0.858,0.392,0.229,1.54e-06,0.333,-9.911,0.0364,136.228,0.116,Duffelbag:Stig Brenner
4MBg8O22e4R5HKxI1my9dZ,spotify:track:4MBg8O22e4R5HKxI1my9dZ,gloves,3PbkSdpJnYRF18jau74b7R,Abdullah Siddiqui,spotify:artist:3PbkSdpJnYRF18jau74b7R,0.55,0.514,0.351,0.2,0.107,-12.305,0.077,112.761,0.159,gloves:Abdullah Siddiqui
2J6ehazUCGusP0YqK31fjL,spotify:track:2J6ehazUCGusP0YqK31fjL,Melancholic,3scNK8e4mqnP6Rb8a3lwZY,Maanu,spotify:artist:3scNK8e4mqnP6Rb8a3lwZY,0.275,0.605,0.594,0.753,0.103,-8.039,0.0521,170.049,0.154,Melancholic:Maanu
0T9F7LqksEkxsDyHfqACv8,spotify:track:0T9F7LqksEkxsDyHfqACv8,Faaslay,5mWQT8CLTa4mAQAJdFjHb1,Abdul Hannan,spotify:artist:5mWQT8CLTa4mAQAJdFjHb1,0.334,0.545,0.313,0.0122,0.114,-10.947,0.0295,79.965,0.123,Faaslay:Abdul Hannan
4EDijkJdHBZZ0GwJ12iTAj,spotify:track:4EDijkJdHBZZ0GwJ12iTAj,Stargirl Interlude,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,0.351,0.638,0.474,0.191,0.105,-12.7,0.124,179.771,0.441,Stargirl Interlude:The Weeknd
1ODA4mZMaoBzT1TbPBW8B1,spotify:track:1ODA4mZMaoBzT1TbPBW8B1,Shiver,2uvY5pgdD9t1CZ5zMNw1rl,Lucy Rose,spotify:artist:2uvY5pgdD9t1CZ5zMNw1rl,0.715,0.423,0.183,4.25e-05,0.104,-13.517,0.0344,122.341,0.142,Shiver:Lucy Rose
1fewSx2d5KIZ04wsooEBOz,spotify:track:1fewSx2d5KIZ04wsooEBOz,Space Cadet (feat. Gunna),0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,spotify:artist:0iEtIxbK0KxaSlF7G42ZOp,0.368,0.901,0.464,1.71e-05,0.238,-9.789,0.0645,109.004,0.638,Space Cadet (feat. Gunna):Metro Boomin
6MQuFi8gzoJAYwxkYvnbb1,spotify:track:6MQuFi8gzoJAYwxkYvnbb1,My Drug,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,0.213,0.655,0.579,0.00338,0.0801,-8.556,0.0418,85.53,0.491,My Drug:Kid Cudi
0WVOBPRjZ4AAYjZDAw36mE,spotify:track:0WVOBPRjZ4AAYjZDAw36mE,More,1MIe1z4RdqLqHSJsb7EBMm,The Greeting Committee,spotify:artist:1MIe1z4RdqLqHSJsb7EBMm,0.444,0.542,0.654,0.0,0.117,-5.455,0.0311,78.012,0.339,More:The Greeting Committee
6Zu3aw7FfjAF9WA0fA81Oq,spotify:track:6Zu3aw7FfjAF9WA0fA81Oq,Big Energy,3MdXrJWsbVzdn6fe5JYkSQ,Latto,spotify:artist:3MdXrJWsbVzdn6fe5JYkSQ,0.0514,0.935,0.807,0.0,0.349,-3.838,0.114,106.017,0.813,Big Energy:Latto
4DiNls6kFmF1ZittKsPsTc,spotify:track:4DiNls6kFmF1ZittKsPsTc,Mr. Telephone Man,1mFX1QlezK1lNPKQJkhwWb,New Edition,spotify:artist:1mFX1QlezK1lNPKQJkhwWb,0.127,0.727,0.45,0.0,0.0544,-13.32,0.0291,94.039,0.895,Mr. Telephone Man:New Edition
6jpOvC9iucgAnJm7vwyXm6,spotify:track:6jpOvC9iucgAnJm7vwyXm6,Call On Me (with Tove Lo),0GG2cWaonE4JPrjcCCQ1EG,SG Lewis,spotify:artist:0GG2cWaonE4JPrjcCCQ1EG,0.00179,0.523,0.908,0.00543,0.168,-5.009,0.0799,121.0,0.328,Call On Me (with Tove Lo):SG Lewis
3NJG6vMH1ZsectZkocMEm0,spotify:track:3NJG6vMH1ZsectZkocMEm0,Tiimmy Turner,7pFeBzX627ff0VnN6bxPR4,Desiigner,spotify:artist:7pFeBzX627ff0VnN6bxPR4,0.174,0.603,0.725,0.0,0.0786,-3.054,0.0393,122.803,0.304,Tiimmy Turner:Desiigner
7EiZI6JVHllARrX9PUvAdX,spotify:track:7EiZI6JVHllARrX9PUvAdX,Low Life (feat. The Weeknd),1RyvyyTE3xzB2ZywiAwp0i,Future,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,0.337,0.722,0.331,0.282,0.146,-7.789,0.0726,143.961,0.102,Low Life (feat. The Weeknd):Future
5HphhcOuLFWBj9IghbrKJB,spotify:track:5HphhcOuLFWBj9IghbrKJB,Midnight River (feat. 6LACK),1W7FNibLa0O0b572tB2w7t,Pink Sweat$,spotify:artist:1W7FNibLa0O0b572tB2w7t,0.777,0.497,0.351,0.0,0.157,-9.048,0.0648,171.719,0.234,Midnight River (feat. 6LACK):Pink Sweat$
3Fj47GNK2kUF0uaEDgXLaD,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,wish you were gay,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,0.39,0.853,0.351,9.38e-06,0.752,-10.198,0.241,118.028,0.282,wish you were gay:Billie Eilish
0Qj4YyHTtV01Fvfl2fibea,spotify:track:0Qj4YyHTtV01Fvfl2fibea,Cloud 9,3hu0zovv9ZERrUy09lIsTH,Paravi,spotify:artist:3hu0zovv9ZERrUy09lIsTH,0.862,0.53,0.268,0.0,0.0936,-9.799,0.0332,113.715,0.338,Cloud 9:Paravi
03MWa1FMygR3RrQoQytsjS,spotify:track:03MWa1FMygR3RrQoQytsjS,Cudi Zone,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,0.546,0.706,0.691,1.3e-06,0.366,-5.86,0.0338,134.751,0.597,Cudi Zone:Kid Cudi
10omO03JNpJwhjo538gdNc,spotify:track:10omO03JNpJwhjo538gdNc,Live Fast Die Numb,6ASri4ePR7RlsvIQgWPJpS,iann dior,spotify:artist:6ASri4ePR7RlsvIQgWPJpS,0.00309,0.648,0.692,5.2e-06,0.0929,-4.287,0.0456,169.98,0.83,Live Fast Die Numb:iann dior
7JvmJDDMZMvWaWARsWK9Da,spotify:track:7JvmJDDMZMvWaWARsWK9Da,MONTERO (Call Me By Your Name) - SATAN'S EXTENDED VERSION,7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,0.191,0.511,0.54,0.0,0.377,-6.402,0.174,119.248,0.711,MONTERO (Call Me By Your Name) - SATAN'S EXTENDED VERSION:Lil Nas X
6Rb0ptOEjBjPPQUlQtQGbL,spotify:track:6Rb0ptOEjBjPPQUlQtQGbL,Hotel Room Service,0TnOYISbd1XYRBk9myaseg,Pitbull,spotify:artist:0TnOYISbd1XYRBk9myaseg,0.00705,0.851,0.629,0.000372,0.0746,-8.385,0.175,125.984,0.789,Hotel Room Service:Pitbull
6MdqqkQ8sSC0WB4i8PyRuQ,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,2P3cjUru4H3fhSXXNxE9kA,Blackstreet,spotify:artist:2P3cjUru4H3fhSXXNxE9kA,0.303,0.867,0.646,0.0,0.279,-4.674,0.288,88.634,0.67,No Diggity:Blackstreet
40iJIUlhi6renaREYGeIDS,spotify:track:40iJIUlhi6renaREYGeIDS,Fair Trade (with Travis Scott),3TVXtAsR1Inumwj472S9r4,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,0.0503,0.666,0.465,0.0,0.215,-8.545,0.26,167.937,0.292,Fair Trade (with Travis Scott):Drake
2GiYPEgOA7hb7sqsEWX8df,spotify:track:2GiYPEgOA7hb7sqsEWX8df,Stay With Me - Live From Spotify Berlin,4tvKz56Tr39bkhcQUTO0Xr,Angus & Julia Stone,spotify:artist:4tvKz56Tr39bkhcQUTO0Xr,0.825,0.614,0.101,0.0217,0.707,-22.159,0.0395,75.902,0.155,Stay With Me - Live From Spotify Berlin:Angus & Julia Stone
6CIff9z94pPApi2i3k2lq1,spotify:track:6CIff9z94pPApi2i3k2lq1,What Is Love,6QrQ7OrISRYIfS5mtacaw2,Jaymes Young,spotify:artist:6QrQ7OrISRYIfS5mtacaw2,0.85,0.466,0.278,1.08e-05,0.13,-10.318,0.0265,98.391,0.123,What Is Love:Jaymes Young
0CAfXk7DXMnon4gLudAp7J,spotify:track:0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),0jnsk9HBra6NMjO2oANoPY,Flo Rida,spotify:artist:0jnsk9HBra6NMjO2oANoPY,0.0928,0.918,0.609,0.0,0.139,-5.64,0.0791,128.008,0.304,Low (feat. T-Pain):Flo Rida
6wNUBZNWFxdUGof6vkaykE,spotify:track:6wNUBZNWFxdUGof6vkaykE,One For The Road,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,spotify:artist:7Ln80lUS6He07XvHI8qqHH,0.212,0.415,0.668,0.0615,0.27,-6.849,0.036,180.048,0.842,One For The Road:Arctic Monkeys
0wHNrrefyaeVewm4NxjxrX,spotify:track:0wHNrrefyaeVewm4NxjxrX,Make It Stop (September's Children),6Wr3hh341P84m3EI8qdn9O,Rise Against,spotify:artist:6Wr3hh341P84m3EI8qdn9O,0.000578,0.407,0.975,1.42e-05,0.112,-3.176,0.0779,154.486,0.564,Make It Stop (September's Children):Rise Against
34xTFwjPQ1dC6uJmleno7x,spotify:track:34xTFwjPQ1dC6uJmleno7x,Godspeed,2h93pZq0e7k5yf4dywlkpM,Frank Ocean,spotify:artist:2h93pZq0e7k5yf4dywlkpM,0.929,0.399,0.0969,0.000168,0.121,-12.578,0.0509,109.54,0.0758,Godspeed:Frank Ocean
